Time (s), AI0 (V), AI1 (V) 
0.000000E+0,1.781787E+0,1.111760E-1
1.000000E-3,1.781787E+0,1.124909E-1
2.000000E-3,1.781458E+0,1.128197E-1
3.000000E-3,1.780801E+0,1.118335E-1
4.000000E-3,1.780801E+0,1.108473E-1
5.000000E-3,1.780801E+0,1.098611E-1
6.000000E-3,1.780801E+0,1.088749E-1
7.000000E-3,1.780801E+0,1.075600E-1
8.000000E-3,1.780472E+0,1.052589E-1
9.000000E-3,1.779815E+0,1.046014E-1
1.000000E-2,1.779815E+0,1.046014E-1
1.100000E-2,1.779486E+0,1.049301E-1
1.200000E-2,1.779486E+0,1.055876E-1
1.300000E-2,1.779486E+0,1.072312E-1
1.400000E-2,1.779157E+0,1.075600E-1
1.500000E-2,1.779815E+0,1.092036E-1
1.600000E-2,1.778171E+0,1.101898E-1
1.700000E-2,1.779815E+0,1.115047E-1
1.800000E-2,1.778829E+0,1.111760E-1
1.900000E-2,1.778829E+0,1.121622E-1
2.000000E-2,1.779157E+0,1.111760E-1
2.100000E-2,1.778171E+0,1.108473E-1
2.200000E-2,1.778171E+0,1.078887E-1
2.300000E-2,1.777842E+0,1.072312E-1
2.400000E-2,1.777842E+0,1.059163E-1
2.500000E-2,1.777842E+0,1.046014E-1
2.600000E-2,1.776856E+0,1.032865E-1
2.700000E-2,1.776856E+0,1.032865E-1
2.800000E-2,1.776856E+0,1.042727E-1
2.900000E-2,1.776528E+0,1.049301E-1
3.000000E-2,1.776528E+0,1.062451E-1
3.100000E-2,1.776856E+0,1.075600E-1
3.200000E-2,1.776856E+0,1.082174E-1
3.300000E-2,1.776528E+0,1.098611E-1
3.400000E-2,1.776199E+0,1.118335E-1
3.500000E-2,1.776199E+0,1.111760E-1
3.600000E-2,1.775870E+0,1.111760E-1
3.700000E-2,1.775870E+0,1.101898E-1
3.800000E-2,1.775541E+0,1.085462E-1
3.900000E-2,1.775870E+0,1.072312E-1
4.000000E-2,1.775541E+0,1.062451E-1
4.100000E-2,1.775213E+0,1.046014E-1
4.200000E-2,1.775213E+0,1.036152E-1
4.300000E-2,1.774884E+0,1.026290E-1
4.400000E-2,1.774884E+0,1.026290E-1
4.500000E-2,1.775870E+0,1.036152E-1
4.600000E-2,1.774884E+0,1.042727E-1
4.700000E-2,1.774555E+0,1.055876E-1
4.800000E-2,1.774555E+0,1.069025E-1
4.900000E-2,1.774884E+0,1.082174E-1
5.000000E-2,1.774884E+0,1.095324E-1
5.100000E-2,1.773898E+0,1.101898E-1
5.200000E-2,1.774884E+0,1.108473E-1
5.300000E-2,1.773240E+0,1.101898E-1
5.400000E-2,1.774226E+0,1.088749E-1
5.500000E-2,1.773569E+0,1.078887E-1
5.600000E-2,1.773898E+0,1.069025E-1
5.700000E-2,1.773569E+0,1.052589E-1
5.800000E-2,1.774226E+0,1.039439E-1
5.900000E-2,1.773240E+0,1.019716E-1
6.000000E-2,1.773569E+0,1.009854E-1
6.100000E-2,1.773240E+0,9.999917E-2
6.200000E-2,1.773898E+0,9.901297E-2
6.300000E-2,1.772254E+0,9.704059E-2
6.400000E-2,1.773240E+0,9.473947E-2
6.500000E-2,1.773569E+0,9.309582E-2
6.600000E-2,1.772911E+0,9.112343E-2
6.700000E-2,1.773240E+0,8.882231E-2
6.800000E-2,1.773240E+0,8.652120E-2
6.900000E-2,1.772911E+0,8.487754E-2
7.000000E-2,1.772254E+0,8.290516E-2
7.100000E-2,1.772911E+0,8.159023E-2
7.200000E-2,1.772254E+0,7.994658E-2
7.300000E-2,1.773240E+0,7.863166E-2
7.400000E-2,1.772911E+0,7.863166E-2
7.500000E-2,1.772254E+0,7.797419E-2
7.600000E-2,1.772254E+0,7.863166E-2
7.700000E-2,1.772583E+0,7.896039E-2
7.800000E-2,1.772911E+0,8.093277E-2
7.900000E-2,1.771268E+0,8.290516E-2
8.000000E-2,1.772583E+0,8.454881E-2
8.100000E-2,1.772254E+0,8.619247E-2
8.200000E-2,1.772254E+0,8.816485E-2
8.300000E-2,1.772583E+0,8.980851E-2
8.400000E-2,1.771925E+0,9.112343E-2
8.500000E-2,1.772583E+0,9.112343E-2
8.600000E-2,1.771597E+0,9.079470E-2
8.700000E-2,1.772254E+0,9.079470E-2
8.800000E-2,1.772254E+0,8.882231E-2
8.900000E-2,1.771925E+0,8.717866E-2
9.000000E-2,1.771925E+0,8.684993E-2
9.100000E-2,1.772254E+0,8.520627E-2
9.200000E-2,1.771597E+0,8.422008E-2
9.300000E-2,1.771925E+0,8.487754E-2
9.400000E-2,1.771925E+0,8.422008E-2
9.500000E-2,1.772254E+0,8.454881E-2
9.600000E-2,1.772254E+0,8.619247E-2
9.700000E-2,1.771597E+0,8.750739E-2
9.800000E-2,1.772254E+0,8.947978E-2
9.900000E-2,1.772583E+0,9.112343E-2
1.000000E-1,1.772254E+0,9.276709E-2
1.010000E-1,1.772254E+0,9.408201E-2
1.020000E-1,1.772583E+0,9.375328E-2
1.030000E-1,1.771925E+0,9.342455E-2
1.040000E-1,1.771925E+0,9.309582E-2
1.050000E-1,1.771925E+0,9.112343E-2
1.060000E-1,1.772254E+0,9.112343E-2
1.070000E-1,1.771925E+0,8.980851E-2
1.080000E-1,1.772254E+0,8.882231E-2
1.090000E-1,1.772254E+0,8.717866E-2
1.100000E-1,1.771925E+0,8.684993E-2
1.110000E-1,1.771597E+0,8.849358E-2
1.120000E-1,1.772583E+0,8.882231E-2
1.130000E-1,1.771597E+0,9.013724E-2
1.140000E-1,1.772911E+0,9.145216E-2
1.150000E-1,1.772583E+0,9.342455E-2
1.160000E-1,1.772911E+0,9.506820E-2
1.170000E-1,1.771597E+0,9.572566E-2
1.180000E-1,1.772254E+0,9.704059E-2
1.190000E-1,1.771597E+0,9.736932E-2
1.200000E-1,1.771925E+0,9.769805E-2
1.210000E-1,1.772254E+0,9.539693E-2
1.220000E-1,1.771925E+0,9.473947E-2
1.230000E-1,1.772583E+0,9.375328E-2
1.240000E-1,1.771925E+0,9.210962E-2
1.250000E-1,1.771925E+0,9.112343E-2
1.260000E-1,1.772254E+0,9.079470E-2
1.270000E-1,1.771925E+0,9.079470E-2
1.280000E-1,1.772583E+0,9.210962E-2
1.290000E-1,1.772911E+0,9.243835E-2
1.300000E-1,1.772583E+0,9.375328E-2
1.310000E-1,1.772583E+0,9.539693E-2
1.320000E-1,1.771925E+0,9.736932E-2
1.330000E-1,1.772583E+0,9.934170E-2
1.340000E-1,1.773240E+0,9.999917E-2
1.350000E-1,1.773240E+0,1.006566E-1
1.360000E-1,1.772583E+0,1.009854E-1
1.370000E-1,1.773569E+0,1.003279E-1
1.380000E-1,1.772583E+0,9.901297E-2
1.390000E-1,1.772583E+0,9.868424E-2
1.400000E-1,1.772911E+0,9.671186E-2
1.410000E-1,1.773569E+0,9.572566E-2
1.420000E-1,1.772911E+0,9.473947E-2
1.430000E-1,1.773240E+0,9.408201E-2
1.440000E-1,1.773240E+0,9.473947E-2
1.450000E-1,1.772911E+0,9.605439E-2
1.460000E-1,1.772911E+0,9.736932E-2
1.470000E-1,1.773898E+0,9.835551E-2
1.480000E-1,1.773898E+0,1.003279E-1
1.490000E-1,1.773898E+0,1.019716E-1
1.500000E-1,1.773569E+0,1.032865E-1
1.510000E-1,1.774226E+0,1.039439E-1
1.520000E-1,1.773898E+0,1.042727E-1
1.530000E-1,1.773898E+0,1.032865E-1
1.540000E-1,1.773898E+0,1.042727E-1
1.550000E-1,1.774555E+0,1.032865E-1
1.560000E-1,1.774226E+0,1.023003E-1
1.570000E-1,1.774555E+0,1.009854E-1
1.580000E-1,1.774555E+0,9.999917E-2
1.590000E-1,1.774884E+0,9.967043E-2
1.600000E-1,1.774226E+0,9.934170E-2
1.610000E-1,1.774555E+0,9.999917E-2
1.620000E-1,1.775213E+0,1.013141E-1
1.630000E-1,1.775213E+0,1.026290E-1
1.640000E-1,1.775213E+0,1.046014E-1
1.650000E-1,1.775541E+0,1.065738E-1
1.660000E-1,1.775870E+0,1.085462E-1
1.670000E-1,1.775870E+0,1.101898E-1
1.680000E-1,1.775870E+0,1.105186E-1
1.690000E-1,1.775870E+0,1.115047E-1
1.700000E-1,1.775541E+0,1.108473E-1
1.710000E-1,1.775870E+0,1.105186E-1
1.720000E-1,1.776199E+0,1.092036E-1
1.730000E-1,1.775541E+0,1.078887E-1
1.740000E-1,1.776856E+0,1.078887E-1
1.750000E-1,1.776199E+0,1.072312E-1
1.760000E-1,1.775870E+0,1.065738E-1
1.770000E-1,1.776856E+0,1.062451E-1
1.780000E-1,1.775541E+0,1.072312E-1
1.790000E-1,1.776856E+0,1.092036E-1
1.800000E-1,1.777514E+0,1.105186E-1
1.810000E-1,1.777185E+0,1.121622E-1
1.820000E-1,1.776856E+0,1.138059E-1
1.830000E-1,1.777185E+0,1.167644E-1
1.840000E-1,1.777842E+0,1.170932E-1
1.850000E-1,1.777514E+0,1.184081E-1
1.860000E-1,1.777514E+0,1.180794E-1
1.870000E-1,1.778171E+0,1.184081E-1
1.880000E-1,1.778171E+0,1.180794E-1
1.890000E-1,1.778171E+0,1.164357E-1
1.900000E-1,1.778829E+0,1.154495E-1
1.910000E-1,1.778829E+0,1.147921E-1
1.920000E-1,1.778500E+0,1.141346E-1
1.930000E-1,1.778500E+0,1.144633E-1
1.940000E-1,1.778829E+0,1.144633E-1
1.950000E-1,1.779157E+0,1.157782E-1
1.960000E-1,1.778829E+0,1.174219E-1
1.970000E-1,1.779486E+0,1.193943E-1
1.980000E-1,1.779815E+0,1.213667E-1
1.990000E-1,1.780144E+0,1.233391E-1
2.000000E-1,1.780144E+0,1.249827E-1
2.010000E-1,1.780144E+0,1.266264E-1
2.020000E-1,1.780801E+0,1.272838E-1
2.030000E-1,1.780801E+0,1.272838E-1
2.040000E-1,1.780472E+0,1.279413E-1
2.050000E-1,1.781458E+0,1.269551E-1
2.060000E-1,1.781458E+0,1.262976E-1
2.070000E-1,1.781130E+0,1.256402E-1
2.080000E-1,1.781787E+0,1.239965E-1
2.090000E-1,1.782116E+0,1.243253E-1
2.100000E-1,1.781787E+0,1.249827E-1
2.110000E-1,1.781787E+0,1.256402E-1
2.120000E-1,1.782773E+0,1.272838E-1
2.130000E-1,1.783102E+0,1.292562E-1
2.140000E-1,1.782773E+0,1.318861E-1
2.150000E-1,1.783431E+0,1.338584E-1
2.160000E-1,1.783102E+0,1.358308E-1
2.170000E-1,1.783760E+0,1.384607E-1
2.180000E-1,1.783760E+0,1.407618E-1
2.190000E-1,1.783760E+0,1.410905E-1
2.200000E-1,1.784088E+0,1.410905E-1
2.210000E-1,1.784417E+0,1.414193E-1
2.220000E-1,1.784417E+0,1.417480E-1
2.230000E-1,1.785732E+0,1.417480E-1
2.240000E-1,1.786061E+0,1.410905E-1
2.250000E-1,1.785732E+0,1.414193E-1
2.260000E-1,1.785403E+0,1.420767E-1
2.270000E-1,1.786061E+0,1.427342E-1
2.280000E-1,1.786389E+0,1.453640E-1
2.290000E-1,1.787047E+0,1.476651E-1
2.300000E-1,1.786389E+0,1.489801E-1
2.310000E-1,1.787376E+0,1.529248E-1
2.320000E-1,1.787047E+0,1.552260E-1
2.330000E-1,1.787376E+0,1.578558E-1
2.340000E-1,1.787704E+0,1.601569E-1
2.350000E-1,1.788033E+0,1.624580E-1
2.360000E-1,1.788691E+0,1.644304E-1
2.370000E-1,1.788033E+0,1.647592E-1
2.380000E-1,1.789019E+0,1.650879E-1
2.390000E-1,1.789677E+0,1.667315E-1
2.400000E-1,1.788691E+0,1.670603E-1
2.410000E-1,1.789677E+0,1.673890E-1
2.420000E-1,1.789677E+0,1.683752E-1
2.430000E-1,1.790992E+0,1.700189E-1
2.440000E-1,1.790005E+0,1.726487E-1
2.450000E-1,1.790992E+0,1.749498E-1
2.460000E-1,1.791320E+0,1.782371E-1
2.470000E-1,1.790992E+0,1.818532E-1
2.480000E-1,1.791649E+0,1.861267E-1
2.490000E-1,1.792307E+0,1.894140E-1
2.500000E-1,1.792635E+0,1.923726E-1
2.510000E-1,1.792964E+0,1.969748E-1
2.520000E-1,1.792964E+0,2.005908E-1
2.530000E-1,1.792635E+0,2.025632E-1
2.540000E-1,1.793950E+0,2.048643E-1
2.550000E-1,1.793950E+0,2.068367E-1
2.560000E-1,1.793950E+0,2.078229E-1
2.570000E-1,1.794279E+0,2.104528E-1
2.580000E-1,1.795265E+0,2.134113E-1
2.590000E-1,1.795265E+0,2.170274E-1
2.600000E-1,1.794936E+0,2.199860E-1
2.610000E-1,1.795594E+0,2.239307E-1
2.620000E-1,1.796251E+0,2.282042E-1
2.630000E-1,1.796580E+0,2.357650E-1
2.640000E-1,1.796909E+0,2.420109E-1
2.650000E-1,1.797238E+0,2.479281E-1
2.660000E-1,1.797238E+0,2.554889E-1
2.670000E-1,1.797895E+0,2.630497E-1
2.680000E-1,1.798553E+0,2.696243E-1
2.690000E-1,1.798553E+0,2.761989E-1
2.700000E-1,1.798881E+0,2.827736E-1
2.710000E-1,1.799539E+0,2.893482E-1
2.720000E-1,1.799867E+0,2.959228E-1
2.730000E-1,1.800525E+0,3.024974E-1
2.740000E-1,1.800525E+0,3.100582E-1
2.750000E-1,1.800525E+0,3.169616E-1
2.760000E-1,1.800854E+0,3.261660E-1
2.770000E-1,1.801511E+0,3.360280E-1
2.780000E-1,1.801511E+0,3.458899E-1
2.790000E-1,1.802169E+0,3.567380E-1
2.800000E-1,1.802497E+0,3.675861E-1
2.810000E-1,1.802826E+0,3.800779E-1
2.820000E-1,1.804141E+0,3.928984E-1
2.830000E-1,1.804141E+0,4.060477E-1
2.840000E-1,1.803812E+0,4.191969E-1
2.850000E-1,1.804470E+0,4.307025E-1
2.860000E-1,1.804798E+0,4.435230E-1
2.870000E-1,1.805127E+0,4.550286E-1
2.880000E-1,1.806113E+0,4.675204E-1
2.890000E-1,1.806113E+0,4.790259E-1
2.900000E-1,1.806771E+0,4.911890E-1
2.910000E-1,1.806771E+0,5.040095E-1
2.920000E-1,1.807757E+0,5.151863E-1
2.930000E-1,1.807757E+0,5.299792E-1
2.940000E-1,1.808086E+0,5.441147E-1
2.950000E-1,1.808414E+0,5.595650E-1
2.960000E-1,1.809072E+0,5.750154E-1
2.970000E-1,1.809729E+0,5.904657E-1
2.980000E-1,1.810387E+0,6.065736E-1
2.990000E-1,1.810716E+0,6.230101E-1
3.000000E-1,1.810716E+0,6.391179E-1
3.010000E-1,1.812030E+0,6.548970E-1
3.020000E-1,1.812359E+0,6.693612E-1
3.030000E-1,1.812030E+0,6.828391E-1
3.040000E-1,1.812359E+0,6.956597E-1
3.050000E-1,1.812359E+0,7.088089E-1
3.060000E-1,1.813674E+0,7.209719E-1
3.070000E-1,1.814003E+0,7.328063E-1
3.080000E-1,1.814660E+0,7.446406E-1
3.090000E-1,1.814660E+0,7.561462E-1
3.100000E-1,1.815318E+0,7.673230E-1
3.110000E-1,1.815975E+0,7.784999E-1
3.120000E-1,1.815975E+0,7.900054E-1
3.130000E-1,1.815975E+0,8.018398E-1
3.140000E-1,1.817290E+0,8.126879E-1
3.150000E-1,1.817290E+0,8.218924E-1
3.160000E-1,1.817948E+0,8.314256E-1
3.170000E-1,1.818276E+0,8.389864E-1
3.180000E-1,1.818605E+0,8.452323E-1
3.190000E-1,1.819591E+0,8.511494E-1
3.200000E-1,1.819591E+0,8.537793E-1
3.210000E-1,1.819920E+0,8.557517E-1
3.220000E-1,1.820249E+0,8.560804E-1
3.230000E-1,1.821235E+0,8.557517E-1
3.240000E-1,1.822550E+0,8.537793E-1
3.250000E-1,1.821564E+0,8.508207E-1
3.260000E-1,1.821564E+0,8.462185E-1
3.270000E-1,1.822221E+0,8.412875E-1
3.280000E-1,1.822879E+0,8.363565E-1
3.290000E-1,1.824194E+0,8.307681E-1
3.300000E-1,1.823536E+0,8.235360E-1
3.310000E-1,1.824522E+0,8.156465E-1
3.320000E-1,1.824522E+0,8.070995E-1
3.330000E-1,1.824851E+0,7.962513E-1
3.340000E-1,1.825837E+0,7.850745E-1
3.350000E-1,1.826495E+0,7.719252E-1
3.360000E-1,1.825837E+0,7.568036E-1
3.370000E-1,1.827810E+0,7.406958E-1
3.380000E-1,1.827481E+0,7.236018E-1
3.390000E-1,1.828467E+0,7.048641E-1
3.400000E-1,1.829125E+0,6.854690E-1
3.410000E-1,1.829125E+0,6.650877E-1
3.420000E-1,1.829453E+0,6.433914E-1
3.430000E-1,1.830111E+0,6.230101E-1
3.440000E-1,1.829782E+0,6.019713E-1
3.450000E-1,1.831097E+0,5.812613E-1
3.460000E-1,1.831426E+0,5.589076E-1
3.470000E-1,1.831754E+0,5.362251E-1
3.480000E-1,1.833069E+0,5.145289E-1
3.490000E-1,1.833069E+0,4.908603E-1
3.500000E-1,1.833398E+0,4.665342E-1
3.510000E-1,1.834055E+0,4.418793E-1
3.520000E-1,1.834384E+0,4.165671E-1
3.530000E-1,1.834384E+0,3.889537E-1
3.540000E-1,1.835370E+0,3.613403E-1
3.550000E-1,1.836357E+0,3.330694E-1
3.560000E-1,1.836028E+0,3.031549E-1
3.570000E-1,1.837014E+0,2.752127E-1
3.580000E-1,1.837672E+0,2.449695E-1
3.590000E-1,1.837672E+0,2.150550E-1
3.600000E-1,1.838658E+0,1.857979E-1
3.610000E-1,1.839644E+0,1.581845E-1
3.620000E-1,1.839644E+0,1.302424E-1
3.630000E-1,1.839644E+0,1.016428E-1
3.640000E-1,1.840959E+0,7.534435E-2
3.650000E-1,1.840630E+0,4.805968E-2
3.660000E-1,1.841616E+0,2.077502E-2
3.670000E-1,1.841945E+0,-5.852188E-3
3.680000E-1,1.842274E+0,-3.215066E-2
3.690000E-1,1.842602E+0,-5.976406E-2
3.700000E-1,1.843589E+0,-8.671999E-2
3.710000E-1,1.843260E+0,-1.126897E-1
3.720000E-1,1.844575E+0,-1.399744E-1
3.730000E-1,1.844904E+0,-1.656154E-1
3.740000E-1,1.845561E+0,-1.912564E-1
3.750000E-1,1.845890E+0,-2.145963E-1
3.760000E-1,1.846547E+0,-2.389224E-1
3.770000E-1,1.847205E+0,-2.602899E-1
3.780000E-1,1.847533E+0,-2.809999E-1
3.790000E-1,1.847862E+0,-3.003951E-1
3.800000E-1,1.848520E+0,-3.191327E-1
3.810000E-1,1.849506E+0,-3.355693E-1
3.820000E-1,1.849506E+0,-3.523345E-1
3.830000E-1,1.850492E+0,-3.681136E-1
3.840000E-1,1.850821E+0,-3.832353E-1
3.850000E-1,1.851807E+0,-3.976994E-1
3.860000E-1,1.852136E+0,-4.121636E-1
3.870000E-1,1.852136E+0,-4.259703E-1
3.880000E-1,1.852464E+0,-4.391195E-1
3.890000E-1,1.853122E+0,-4.516113E-1
3.900000E-1,1.853779E+0,-4.637743E-1
3.910000E-1,1.854437E+0,-4.746224E-1
3.920000E-1,1.855423E+0,-4.838269E-1
3.930000E-1,1.855423E+0,-4.933601E-1
3.940000E-1,1.856080E+0,-4.999347E-1
3.950000E-1,1.857067E+0,-5.058519E-1
3.960000E-1,1.857724E+0,-5.104541E-1
3.970000E-1,1.857724E+0,-5.137414E-1
3.980000E-1,1.859368E+0,-5.173574E-1
3.990000E-1,1.858710E+0,-5.196586E-1
4.000000E-1,1.860025E+0,-5.216310E-1
4.010000E-1,1.861011E+0,-5.236033E-1
4.020000E-1,1.861011E+0,-5.259045E-1
4.030000E-1,1.861340E+0,-5.282056E-1
4.040000E-1,1.862326E+0,-5.301780E-1
4.050000E-1,1.862326E+0,-5.324791E-1
4.060000E-1,1.862984E+0,-5.341227E-1
4.070000E-1,1.863970E+0,-5.364238E-1
4.080000E-1,1.864299E+0,-5.370813E-1
4.090000E-1,1.864956E+0,-5.380675E-1
4.100000E-1,1.864956E+0,-5.374100E-1
4.110000E-1,1.865942E+0,-5.364238E-1
4.120000E-1,1.866600E+0,-5.351089E-1
4.130000E-1,1.867257E+0,-5.324791E-1
4.140000E-1,1.867586E+0,-5.311641E-1
4.150000E-1,1.868572E+0,-5.275481E-1
4.160000E-1,1.869230E+0,-5.249183E-1
4.170000E-1,1.869230E+0,-5.226171E-1
4.180000E-1,1.869558E+0,-5.203160E-1
4.190000E-1,1.870216E+0,-5.180149E-1
4.200000E-1,1.871202E+0,-5.167000E-1
4.210000E-1,1.871202E+0,-5.163713E-1
4.220000E-1,1.872846E+0,-5.153851E-1
4.230000E-1,1.873175E+0,-5.150563E-1
4.240000E-1,1.874161E+0,-5.137414E-1
4.250000E-1,1.874489E+0,-5.134127E-1
4.260000E-1,1.874161E+0,-5.124265E-1
4.270000E-1,1.874818E+0,-5.104541E-1
4.280000E-1,1.876133E+0,-5.071668E-1
4.290000E-1,1.877119E+0,-5.045369E-1
4.300000E-1,1.876462E+0,-5.015784E-1
4.310000E-1,1.877777E+0,-4.969761E-1
4.320000E-1,1.879092E+0,-4.943463E-1
4.330000E-1,1.878763E+0,-4.907302E-1
4.340000E-1,1.879749E+0,-4.877717E-1
4.350000E-1,1.880407E+0,-4.848131E-1
4.360000E-1,1.881064E+0,-4.828407E-1
4.370000E-1,1.881064E+0,-4.811971E-1
4.380000E-1,1.881722E+0,-4.798821E-1
4.390000E-1,1.882379E+0,-4.788959E-1
4.400000E-1,1.883036E+0,-4.779097E-1
4.410000E-1,1.883365E+0,-4.772523E-1
4.420000E-1,1.884351E+0,-4.759374E-1
4.430000E-1,1.885009E+0,-4.742937E-1
4.440000E-1,1.885009E+0,-4.723213E-1
4.450000E-1,1.886324E+0,-4.693627E-1
4.460000E-1,1.886981E+0,-4.664042E-1
4.470000E-1,1.887639E+0,-4.621307E-1
4.480000E-1,1.888296E+0,-4.588434E-1
4.490000E-1,1.888954E+0,-4.548986E-1
4.500000E-1,1.888954E+0,-4.522687E-1
4.510000E-1,1.889611E+0,-4.489814E-1
4.520000E-1,1.890926E+0,-4.463516E-1
4.530000E-1,1.890269E+0,-4.450367E-1
4.540000E-1,1.891583E+0,-4.430643E-1
4.550000E-1,1.892570E+0,-4.420781E-1
4.560000E-1,1.892241E+0,-4.407632E-1
4.570000E-1,1.892570E+0,-4.401057E-1
4.580000E-1,1.893556E+0,-4.391195E-1
4.590000E-1,1.894542E+0,-4.378046E-1
4.600000E-1,1.894871E+0,-4.358322E-1
4.610000E-1,1.895528E+0,-4.338598E-1
4.620000E-1,1.896186E+0,-4.305725E-1
4.630000E-1,1.897501E+0,-4.272852E-1
4.640000E-1,1.897501E+0,-4.233404E-1
4.650000E-1,1.898158E+0,-4.203818E-1
4.660000E-1,1.898816E+0,-4.157796E-1
4.670000E-1,1.899802E+0,-4.124923E-1
4.680000E-1,1.899802E+0,-4.101912E-1
4.690000E-1,1.900788E+0,-4.082188E-1
4.700000E-1,1.902432E+0,-4.065751E-1
4.710000E-1,1.901774E+0,-4.046028E-1
4.720000E-1,1.902103E+0,-4.039453E-1
4.730000E-1,1.902760E+0,-4.032878E-1
4.740000E-1,1.903747E+0,-4.019729E-1
4.750000E-1,1.904404E+0,-4.006580E-1
4.760000E-1,1.904733E+0,-3.993431E-1
4.770000E-1,1.905719E+0,-3.967132E-1
4.780000E-1,1.906376E+0,-3.947408E-1
4.790000E-1,1.907034E+0,-3.911248E-1
4.800000E-1,1.907363E+0,-3.875088E-1
4.810000E-1,1.908349E+0,-3.842214E-1
4.820000E-1,1.908677E+0,-3.809341E-1
4.830000E-1,1.909335E+0,-3.773181E-1
4.840000E-1,1.910650E+0,-3.743595E-1
4.850000E-1,1.910650E+0,-3.720584E-1
4.860000E-1,1.910979E+0,-3.694286E-1
4.870000E-1,1.911307E+0,-3.681136E-1
4.880000E-1,1.912622E+0,-3.671274E-1
4.890000E-1,1.912622E+0,-3.664700E-1
4.900000E-1,1.913280E+0,-3.654838E-1
4.910000E-1,1.914266E+0,-3.651551E-1
4.920000E-1,1.914923E+0,-3.635114E-1
4.930000E-1,1.914923E+0,-3.618677E-1
4.940000E-1,1.915581E+0,-3.592379E-1
4.950000E-1,1.916567E+0,-3.559506E-1
4.960000E-1,1.917553E+0,-3.529920E-1
4.970000E-1,1.917553E+0,-3.497047E-1
4.980000E-1,1.918868E+0,-3.467461E-1
4.990000E-1,1.919197E+0,-3.424726E-1
5.000000E-1,1.920183E+0,-3.395140E-1
5.010000E-1,1.920512E+0,-3.365555E-1
5.020000E-1,1.921827E+0,-3.345831E-1
5.030000E-1,1.921827E+0,-3.329394E-1
5.040000E-1,1.922155E+0,-3.319532E-1
5.050000E-1,1.922484E+0,-3.299808E-1
5.060000E-1,1.923470E+0,-3.296521E-1
5.070000E-1,1.924128E+0,-3.283372E-1
5.080000E-1,1.924128E+0,-3.273510E-1
5.090000E-1,1.925772E+0,-3.266935E-1
5.100000E-1,1.926100E+0,-3.243924E-1
5.110000E-1,1.926758E+0,-3.214338E-1
5.120000E-1,1.927415E+0,-3.184753E-1
5.130000E-1,1.928073E+0,-3.145305E-1
5.140000E-1,1.929059E+0,-3.109145E-1
5.150000E-1,1.929716E+0,-3.079559E-1
5.160000E-1,1.929716E+0,-3.033536E-1
5.170000E-1,1.931031E+0,-3.000663E-1
5.180000E-1,1.931360E+0,-2.971078E-1
5.190000E-1,1.931689E+0,-2.941492E-1
5.200000E-1,1.931689E+0,-2.928343E-1
5.210000E-1,1.932675E+0,-2.908619E-1
5.220000E-1,1.933661E+0,-2.898757E-1
5.230000E-1,1.933990E+0,-2.888895E-1
5.240000E-1,1.934319E+0,-2.875746E-1
5.250000E-1,1.934976E+0,-2.859309E-1
5.260000E-1,1.935305E+0,-2.836298E-1
5.270000E-1,1.935962E+0,-2.816574E-1
5.280000E-1,1.937606E+0,-2.796850E-1
5.290000E-1,1.937935E+0,-2.760690E-1
5.300000E-1,1.938263E+0,-2.727817E-1
5.310000E-1,1.938263E+0,-2.698231E-1
5.320000E-1,1.938921E+0,-2.658783E-1
5.330000E-1,1.939907E+0,-2.625910E-1
5.340000E-1,1.940564E+0,-2.593037E-1
5.350000E-1,1.940893E+0,-2.570026E-1
5.360000E-1,1.941222E+0,-2.556877E-1
5.370000E-1,1.941551E+0,-2.537153E-1
5.380000E-1,1.942208E+0,-2.537153E-1
5.390000E-1,1.942537E+0,-2.530578E-1
5.400000E-1,1.943523E+0,-2.514142E-1
5.410000E-1,1.944180E+0,-2.517429E-1
5.420000E-1,1.943852E+0,-2.507567E-1
5.430000E-1,1.944838E+0,-2.497705E-1
5.440000E-1,1.945824E+0,-2.484556E-1
5.450000E-1,1.946482E+0,-2.458257E-1
5.460000E-1,1.947139E+0,-2.422097E-1
5.470000E-1,1.947468E+0,-2.402373E-1
5.480000E-1,1.947468E+0,-2.369500E-1
5.490000E-1,1.948783E+0,-2.339914E-1
5.500000E-1,1.949769E+0,-2.316903E-1
5.510000E-1,1.950426E+0,-2.293892E-1
5.520000E-1,1.950098E+0,-2.270881E-1
5.530000E-1,1.950426E+0,-2.264306E-1
5.540000E-1,1.951084E+0,-2.257732E-1
5.550000E-1,1.951413E+0,-2.251157E-1
5.560000E-1,1.953056E+0,-2.254444E-1
5.570000E-1,1.952399E+0,-2.251157E-1
5.580000E-1,1.953385E+0,-2.247870E-1
5.590000E-1,1.953714E+0,-2.238008E-1
5.600000E-1,1.954371E+0,-2.231433E-1
5.610000E-1,1.955029E+0,-2.208422E-1
5.620000E-1,1.954371E+0,-2.195273E-1
5.630000E-1,1.956344E+0,-2.155825E-1
5.640000E-1,1.956344E+0,-2.139388E-1
5.650000E-1,1.957658E+0,-2.106515E-1
5.660000E-1,1.957658E+0,-2.080217E-1
5.670000E-1,1.958645E+0,-2.050631E-1
5.680000E-1,1.959302E+0,-2.034195E-1
5.690000E-1,1.959631E+0,-2.024333E-1
5.700000E-1,1.960288E+0,-2.024333E-1
5.710000E-1,1.959302E+0,-2.017758E-1
5.720000E-1,1.960946E+0,-2.014471E-1
