Time (s), AI0 (V) 
0.000000E+0,4.183422E+0
1.000000E-2,4.180462E+0
2.000000E-2,4.181120E+0
3.000000E-2,4.181778E+0
4.000000E-2,4.181120E+0
5.000000E-2,4.182436E+0
6.000000E-2,4.181778E+0
7.000000E-2,4.179147E+0
8.000000E-2,4.183094E+0
9.000000E-2,4.181449E+0
1.000000E-1,4.181120E+0
1.100000E-1,4.183094E+0
1.200000E-1,4.179805E+0
1.300000E-1,4.182436E+0
1.400000E-1,4.182765E+0
1.500000E-1,4.181120E+0
1.600000E-1,4.182436E+0
1.700000E-1,4.182436E+0
1.800000E-1,4.180134E+0
1.900000E-1,4.183094E+0
2.000000E-1,4.183094E+0
2.100000E-1,4.180134E+0
2.200000E-1,4.183422E+0
2.300000E-1,4.181120E+0
2.400000E-1,4.181120E+0
2.500000E-1,4.183094E+0
2.600000E-1,4.181120E+0
2.700000E-1,4.182765E+0
2.800000E-1,4.182107E+0
2.900000E-1,4.180791E+0
3.000000E-1,4.183094E+0
3.100000E-1,4.181120E+0
3.200000E-1,4.180462E+0
3.300000E-1,4.184409E+0
3.400000E-1,4.181120E+0
3.500000E-1,4.181778E+0
3.600000E-1,4.183751E+0
3.700000E-1,4.181120E+0
3.800000E-1,4.181449E+0
3.900000E-1,4.183751E+0
4.000000E-1,4.180791E+0
4.100000E-1,4.182436E+0
4.200000E-1,4.182107E+0
4.300000E-1,4.180791E+0
4.400000E-1,4.183094E+0
4.500000E-1,4.182436E+0
4.600000E-1,4.180462E+0
4.700000E-1,4.184738E+0
4.800000E-1,4.181778E+0
4.900000E-1,4.181449E+0
5.000000E-1,4.182765E+0
5.100000E-1,4.181120E+0
5.200000E-1,4.181778E+0
5.300000E-1,4.183422E+0
5.400000E-1,4.179805E+0
5.500000E-1,4.182436E+0
5.600000E-1,4.182107E+0
5.700000E-1,4.180134E+0
5.800000E-1,4.183751E+0
5.900000E-1,4.180791E+0
6.000000E-1,4.179805E+0
6.100000E-1,4.157769E+0
6.200000E-1,4.097253E+0
6.300000E-1,4.093964E+0
6.400000E-1,3.999573E+0
6.500000E-1,3.997600E+0
6.600000E-1,3.989049E+0
6.700000E-1,3.958462E+0
6.800000E-1,3.953529E+0
6.900000E-1,3.850586E+0
7.000000E-1,3.812764E+0
7.100000E-1,3.731528E+0
7.200000E-1,3.666080E+0
7.300000E-1,3.657200E+0
7.400000E-1,3.618720E+0
7.500000E-1,3.580240E+0
7.600000E-1,3.541102E+0
7.700000E-1,3.477626E+0
7.800000E-1,3.461840E+0
7.900000E-1,3.461840E+0
8.000000E-1,3.462826E+0
8.100000E-1,3.464800E+0
8.200000E-1,3.377973E+0
8.300000E-1,3.332586E+0
8.400000E-1,3.320746E+0
8.500000E-1,3.277991E+0
8.600000E-1,3.201360E+0
8.700000E-1,3.190177E+0
8.800000E-1,3.179324E+0
8.900000E-1,3.072764E+0
9.000000E-1,3.033626E+0
9.100000E-1,2.956667E+0
9.200000E-1,2.905360E+0
9.300000E-1,2.903058E+0
9.400000E-1,2.869840E+0
9.500000E-1,2.822809E+0
9.600000E-1,2.821165E+0
9.700000E-1,2.712960E+0
9.800000E-1,2.697503E+0
9.900000E-1,2.667245E+0
1.000000E+0,2.549174E+0
1.010000E+0,2.468596E+0
1.020000E+0,2.463334E+0
1.030000E+0,2.459716E+0
1.040000E+0,2.420579E+0
1.050000E+0,2.367628E+0
1.060000E+0,2.360392E+0
1.070000E+0,2.332766E+0
1.080000E+0,2.267646E+0
1.090000E+0,2.213708E+0
1.100000E+0,2.205486E+0
1.110000E+0,2.184108E+0
1.120000E+0,2.121620E+0
1.130000E+0,2.033806E+0
1.140000E+0,2.035451E+0
1.150000E+0,2.033149E+0
1.160000E+0,2.033478E+0
1.170000E+0,2.036438E+0
1.180000E+0,2.031504E+0
1.190000E+0,2.037424E+0
1.200000E+0,2.035122E+0
1.210000E+0,2.032820E+0
1.220000E+0,2.036438E+0
1.230000E+0,2.032820E+0
1.240000E+0,2.033149E+0
1.250000E+0,2.036109E+0
1.260000E+0,2.032491E+0
1.270000E+0,2.035451E+0
1.280000E+0,2.034464E+0
1.290000E+0,2.032820E+0
1.300000E+0,2.034793E+0
1.310000E+0,2.034135E+0
1.320000E+0,2.033149E+0
1.330000E+0,2.036766E+0
1.340000E+0,2.034793E+0
1.350000E+0,2.033478E+0
1.360000E+0,2.035451E+0
1.370000E+0,2.032820E+0
1.380000E+0,2.034793E+0
1.390000E+0,2.035780E+0
1.400000E+0,2.032491E+0
1.410000E+0,2.035451E+0
1.420000E+0,2.034793E+0
1.430000E+0,2.031504E+0
1.440000E+0,2.038740E+0
1.450000E+0,2.034135E+0
1.460000E+0,2.033478E+0
1.470000E+0,2.036109E+0
1.480000E+0,2.032491E+0
1.490000E+0,2.033806E+0
1.500000E+0,2.035451E+0
1.510000E+0,2.032491E+0
1.520000E+0,2.035122E+0
1.530000E+0,2.035780E+0
1.540000E+0,2.032491E+0
1.550000E+0,2.036438E+0
1.560000E+0,2.035122E+0
1.570000E+0,2.032162E+0
1.580000E+0,2.036438E+0
1.590000E+0,2.034464E+0
1.600000E+0,2.032491E+0
1.610000E+0,2.036438E+0
1.620000E+0,2.032162E+0
1.630000E+0,2.034793E+0
1.640000E+0,2.035780E+0
1.650000E+0,2.031175E+0
1.660000E+0,2.033478E+0
1.670000E+0,2.034464E+0
1.680000E+0,2.032162E+0
1.690000E+0,2.035122E+0
1.700000E+0,2.035122E+0
1.710000E+0,2.032162E+0
1.720000E+0,2.035122E+0
1.730000E+0,2.033149E+0
1.740000E+0,2.033478E+0
1.750000E+0,2.035780E+0
1.760000E+0,2.032162E+0
1.770000E+0,2.034135E+0
1.780000E+0,2.037095E+0
1.790000E+0,2.034793E+0
1.800000E+0,2.034464E+0
1.810000E+0,2.035122E+0
1.820000E+0,2.031833E+0
1.830000E+0,2.037095E+0
1.840000E+0,2.034135E+0
1.850000E+0,2.032820E+0
1.860000E+0,2.035780E+0
1.870000E+0,2.031833E+0
1.880000E+0,2.033149E+0
1.890000E+0,2.036766E+0
1.900000E+0,2.034135E+0
1.910000E+0,2.034135E+0
1.920000E+0,2.034135E+0
1.930000E+0,2.032491E+0
1.940000E+0,2.034793E+0
1.950000E+0,2.034464E+0
1.960000E+0,2.032820E+0
1.970000E+0,2.036109E+0
1.980000E+0,2.033478E+0
