Time (s), AI0 (V) 
0.000000E+0,4.180134E+0
1.000000E-2,4.180791E+0
2.000000E-2,4.178489E+0
3.000000E-2,4.181778E+0
4.000000E-2,4.180134E+0
5.000000E-2,4.179147E+0
6.000000E-2,4.181778E+0
7.000000E-2,4.179476E+0
8.000000E-2,4.179147E+0
9.000000E-2,4.181778E+0
1.000000E-1,4.179147E+0
1.100000E-1,4.179805E+0
1.200000E-1,4.180462E+0
1.300000E-1,4.179147E+0
1.400000E-1,4.180134E+0
1.500000E-1,4.181778E+0
1.600000E-1,4.178489E+0
1.700000E-1,4.181449E+0
1.800000E-1,4.181120E+0
1.900000E-1,4.179147E+0
2.000000E-1,4.180791E+0
2.100000E-1,4.180791E+0
2.200000E-1,4.178489E+0
2.300000E-1,4.181449E+0
2.400000E-1,4.180791E+0
2.500000E-1,4.179147E+0
2.600000E-1,4.182765E+0
2.700000E-1,4.179805E+0
2.800000E-1,4.178489E+0
2.900000E-1,4.181778E+0
3.000000E-1,4.178489E+0
3.100000E-1,4.180791E+0
3.200000E-1,4.181449E+0
3.300000E-1,4.177831E+0
3.400000E-1,4.179805E+0
3.500000E-1,4.180462E+0
3.600000E-1,4.178489E+0
3.700000E-1,4.181120E+0
3.800000E-1,4.180791E+0
3.900000E-1,4.179147E+0
4.000000E-1,4.181778E+0
4.100000E-1,4.179805E+0
4.200000E-1,4.179805E+0
4.300000E-1,4.181449E+0
4.400000E-1,4.179147E+0
4.500000E-1,4.179805E+0
4.600000E-1,4.181778E+0
4.700000E-1,4.178489E+0
4.800000E-1,4.180791E+0
4.900000E-1,4.180791E+0
5.000000E-1,4.178160E+0
5.100000E-1,4.182436E+0
5.200000E-1,4.180462E+0
5.300000E-1,4.178160E+0
5.400000E-1,4.181778E+0
5.500000E-1,4.179805E+0
5.600000E-1,4.179147E+0
5.700000E-1,4.181778E+0
5.800000E-1,4.179147E+0
5.900000E-1,4.179147E+0
6.000000E-1,4.180791E+0
6.100000E-1,4.177502E+0
6.200000E-1,4.181120E+0
6.300000E-1,4.181449E+0
6.400000E-1,4.178160E+0
6.500000E-1,4.181449E+0
6.600000E-1,4.181120E+0
6.700000E-1,4.179147E+0
6.800000E-1,4.176516E+0
6.900000E-1,4.110080E+0
7.000000E-1,4.095609E+0
7.100000E-1,4.068640E+0
7.200000E-1,3.997600E+0
7.300000E-1,3.989378E+0
7.400000E-1,3.991022E+0
7.500000E-1,3.957804E+0
7.600000E-1,3.958462E+0
7.700000E-1,3.959120E+0
7.800000E-1,3.948924E+0
7.900000E-1,3.908800E+0
8.000000E-1,3.848613E+0
8.100000E-1,3.811120E+0
8.200000E-1,3.686471E+0
8.300000E-1,3.664435E+0
8.400000E-1,3.659502E+0
8.500000E-1,3.623653E+0
8.600000E-1,3.572675E+0
8.700000E-1,3.498346E+0
8.800000E-1,3.477626E+0
8.900000E-1,3.461511E+0
9.000000E-1,3.463813E+0
9.100000E-1,3.461840E+0
9.200000E-1,3.406257E+0
9.300000E-1,3.332586E+0
9.400000E-1,3.311208E+0
9.500000E-1,3.262862E+0
9.600000E-1,3.201689E+0
9.700000E-1,3.187546E+0
9.800000E-1,3.179324E+0
9.900000E-1,3.071449E+0
1.000000E+0,3.032640E+0
1.010000E+0,2.967520E+0
1.020000E+0,2.905031E+0
1.030000E+0,2.903058E+0
1.040000E+0,2.891876E+0
1.050000E+0,2.866880E+0
1.060000E+0,2.821165E+0
