Time (s), AI0 (V) 
0.000000E+0,4.187369E+0
1.000000E-2,4.186054E+0
2.000000E-2,4.184738E+0
3.000000E-2,4.187698E+0
4.000000E-2,4.184738E+0
5.000000E-2,4.187369E+0
6.000000E-2,4.187369E+0
7.000000E-2,4.185396E+0
8.000000E-2,4.188685E+0
9.000000E-2,4.187040E+0
1.000000E-1,4.185725E+0
1.100000E-1,4.188356E+0
1.200000E-1,4.185725E+0
1.300000E-1,4.185396E+0
1.400000E-1,4.187040E+0
1.500000E-1,4.186382E+0
1.600000E-1,4.184738E+0
1.700000E-1,4.188027E+0
1.800000E-1,4.184409E+0
1.900000E-1,4.185067E+0
2.000000E-1,4.188027E+0
2.100000E-1,4.185067E+0
2.200000E-1,4.187369E+0
2.300000E-1,4.188027E+0
2.400000E-1,4.185396E+0
2.500000E-1,4.187698E+0
2.600000E-1,4.187040E+0
2.700000E-1,4.185067E+0
2.800000E-1,4.187369E+0
2.900000E-1,4.185067E+0
3.000000E-1,4.185725E+0
3.100000E-1,4.188356E+0
3.200000E-1,4.185396E+0
3.300000E-1,4.185067E+0
3.400000E-1,4.187369E+0
3.500000E-1,4.186054E+0
3.600000E-1,4.185067E+0
3.700000E-1,4.186711E+0
3.800000E-1,4.186382E+0
3.900000E-1,4.186382E+0
4.000000E-1,4.188356E+0
4.100000E-1,4.185067E+0
4.200000E-1,4.188685E+0
4.300000E-1,4.185396E+0
4.400000E-1,4.186054E+0
4.500000E-1,4.187698E+0
4.600000E-1,4.186382E+0
4.700000E-1,4.186382E+0
4.800000E-1,4.188027E+0
4.900000E-1,4.186054E+0
5.000000E-1,4.185725E+0
5.100000E-1,4.188356E+0
5.200000E-1,4.185725E+0
5.300000E-1,4.187040E+0
5.400000E-1,4.187040E+0
5.500000E-1,4.185067E+0
5.600000E-1,4.187040E+0
5.700000E-1,4.187369E+0
5.800000E-1,4.185725E+0
5.900000E-1,4.186711E+0
6.000000E-1,4.187040E+0
6.100000E-1,4.186382E+0
